Stock,TV Symbol,Anchor Period,Break Type,Failed Attempts,Highest High Date,Successful Breakout,Periods Held,CMP,AVWAP,% Above AVWAP,Ceiling Used,Turnover (₹)
FAST,NASDAQ:FAST,52,PURE FIRST BREAK,0,25-08-2025,02-02-2026,19,46.05,45.27,1.71,10%,"770,799,393"
BCRX,NASDAQ:BCRX,52,PURE FIRST BREAK,0,16-06-2025,23-02-2026,16,8.92,8.5,4.99,10%,"99,885,884"
FELE,NASDAQ:FELE,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,10,103.53,100.91,2.6,10%,"69,033,700"
IGSB,NASDAQ:IGSB,52,PURE FIRST BREAK,0,23-02-2026,06-04-2026,10,52.37,52.21,0.3,10%,"396,655,347"
TOWN,NASDAQ:TOWN,52,PURE FIRST BREAK,0,09-02-2026,06-04-2026,10,35.12,34.68,1.26,10%,"54,779,226"
ADV,NASDAQ:ADV,52,PURE FIRST BREAK,0,11-08-2025,13-04-2026,9,37.73,34.39,9.72,10%,"15,892,932"
VC,NASDAQ:VC,52,PURE FIRST BREAK,0,08-09-2025,20-04-2026,8,112.14,107.43,4.38,10%,"133,638,022"
SWKS,NASDAQ:SWKS,52,PURE FIRST BREAK,0,27-10-2025,27-04-2026,7,71.42,68.0,5.04,10%,"1,020,983,655"
TSEL,NASDAQ:TSEL,52,PURE FIRST BREAK,0,29-10-2025,29-04-2026,6,29.33,28.7,2.23,10%,"13,673,043"
DAPP,NASDAQ:DAPP,52,PURE FIRST BREAK,0,06-10-2025,04-05-2026,6,21.91,20.59,6.4,10%,"29,026,258"
OMDA,NASDAQ:OMDA,52,PURE FIRST BREAK,0,27-10-2025,11-05-2026,5,17.11,16.49,3.76,10%,"39,252,360"
XOVR,NASDAQ:XOVR,52,PURE FIRST BREAK,0,27-10-2025,11-05-2026,5,20.93,20.03,4.51,10%,"766,112,313"
TENB,NASDAQ:TENB,52,PURE FIRST BREAK,0,07-07-2025,18-05-2026,4,26.92,25.4,5.98,10%,"155,795,678"
BLFS,NASDAQ:BLFS,52,PURE FIRST BREAK,0,20-10-2025,25-05-2026,3,26.36,24.84,6.1,10%,"47,379,650"
MDB,NASDAQ:MDB,52,PURE FIRST BREAK,0,05-01-2026,25-05-2026,3,348.81,341.16,2.24,10%,"1,186,293,733"
THRM,NASDAQ:THRM,52,PURE FIRST BREAK,0,05-01-2026,25-05-2026,3,35.52,33.73,5.31,10%,"45,892,338"
XRX,NASDAQ:XRX,52,PURE FIRST BREAK,0,21-07-2025,25-05-2026,3,3.29,3.19,3.29,10%,"29,200,487"
FCNCA,NASDAQ:FCNCA,52,PURE FIRST BREAK,0,19-01-2026,01-06-2026,2,2094.87,2044.82,2.45,10%,"660,604,722"
GNTX,NASDAQ:GNTX,52,PURE FIRST BREAK,0,15-09-2025,01-06-2026,2,25.73,24.52,4.93,10%,"177,452,474"
LQDT,NASDAQ:LQDT,52,PURE FIRST BREAK,0,04-05-2026,01-06-2026,2,37.47,37.16,0.83,10%,"20,323,017"
JBSS,NASDAQ:JBSS,104,PURE FIRST BREAK,0,29-07-2024,26-01-2026,20,78.35,75.48,3.8,10%,"19,309,827"
VNOM,NASDAQ:VNOM,104,PURE FIRST BREAK,0,25-11-2024,26-01-2026,20,43.46,42.39,2.53,10%,"246,717,069"
BCRX,NASDAQ:BCRX,104,PURE FIRST BREAK,0,02-06-2025,23-02-2026,16,8.92,8.58,3.96,10%,"99,885,884"
IAC,NASDAQ:IAC,104,PURE FIRST BREAK,0,23-09-2024,06-04-2026,9,42.61,41.03,3.84,10%,"168,810,042"
TBRG,NASDAQ:TBRG,104,PURE FIRST BREAK,0,10-03-2025,20-04-2026,8,26.12,24.02,8.72,10%,"12,214,313"
NVCR,NASDAQ:NVCR,104,PURE FIRST BREAK,0,16-12-2024,27-04-2026,7,17.49,16.35,6.96,10%,"81,470,815"
IMNM,NASDAQ:IMNM,156,PURE FIRST BREAK,0,04-03-2024,06-10-2025,36,17.91,16.7,7.22,10%,"47,219,589"
FONR,NASDAQ:FONR,156,PURE FIRST BREAK,0,19-02-2024,29-12-2025,22,19.09,17.65,8.13,10%,"21,551,847"
CHRD,NASDAQ:CHRD,156,PURE FIRST BREAK,0,03-06-2024,02-03-2026,15,126.71,118.47,6.96,10%,"379,867,074"
GPRE,NASDAQ:GPRE,156,PURE FIRST BREAK,0,31-07-2023,02-03-2026,15,14.8,14.52,1.9,10%,"68,193,857"
CYRX,NASDAQ:CYRX,208,PURE FIRST BREAK,0,08-08-2022,25-05-2026,3,14.71,14.12,4.16,10%,"22,204,377"
IBTI,NASDAQ:IBTI,260,PURE FIRST BREAK,0,02-08-2021,13-03-2023,170,22.14,21.19,4.46,10%,"20,428,090"
IBTJ,NASDAQ:IBTJ,260,PURE FIRST BREAK,0,02-08-2021,13-03-2023,170,21.65,20.92,3.54,10%,"29,491,600"
FIXD,NASDAQ:FIXD,260,PURE FIRST BREAK,0,02-08-2021,08-07-2024,101,43.75,40.81,7.22,10%,"21,643,625"
MCHB,NASDAQ:MCHB,260,PURE FIRST BREAK,0,17-01-2022,01-06-2026,2,14.96,14.85,0.77,10%,"13,284,076"
