Symbol,TV_Symbol,Timeframe,Anchor_Period,Current_Price,AVWAP,Distance_%,Turnover_Lakhs,Anchor_Date,Anchor_Low,Days_Since_Anchor,Max_Bars_Below
NHPC,NSE:NHPC,MONTHLY,36mo,74.0,73.11,1.22,440804.8,01-07-2023,41.72,1066,1
BRITANNIA,NSE:BRITANNIA,MONTHLY,36mo,5107.5,5072.64,0.69,108292.6,01-11-2023,4236.32,943,2
LICI,NSE:LICI,MONTHLY,84mo,403.9,400.81,0.77,100737.7,01-03-2023,257.91,1188,3
LICI,NSE:LICI,MONTHLY,120mo,403.9,400.81,0.77,100737.7,01-03-2023,257.91,1188,3
LICI,NSE:LICI,MONTHLY,60mo,403.9,400.81,0.77,100737.7,01-03-2023,257.91,1188,3
MPHASIS,NSE:MPHASIS,MONTHLY,36mo,2340.5,2329.54,0.47,92119.8,01-07-2023,1729.06,1066,4
ALKYLAMINE,NSE:ALKYLAMINE,MONTHLY,84mo,1851.4,1823.31,1.54,65425.4,01-08-2019,253.34,2496,8
TITAGARH,NSE:TITAGARH,MONTHLY,36mo,846.2,842.14,0.48,62740.2,01-07-2023,480.86,1066,5
HLEGLAS,NSE:HLEGLAS,MONTHLY,36mo,371.85,367.58,1.16,61126.3,01-10-2024,349.25,608,5
HLEGLAS,NSE:HLEGLAS,MONTHLY,60mo,371.85,367.58,1.16,61126.3,01-10-2024,349.25,608,5
KFINTECH,NSE:KFINTECH,MONTHLY,120mo,843.95,833.78,1.22,57615.2,01-03-2023,268.66,1188,0
KFINTECH,NSE:KFINTECH,MONTHLY,84mo,843.95,833.78,1.22,57615.2,01-03-2023,268.66,1188,0
KFINTECH,NSE:KFINTECH,MONTHLY,60mo,843.95,833.78,1.22,57615.2,01-03-2023,268.66,1188,0
SHREECEM,NSE:SHREECEM,MONTHLY,84mo,23415.0,23176.35,1.03,55011.7,01-04-2020,15097.53,2252,5
IRFC,NSE:IRFC,MONTHLY,36mo,96.01,95.98,0.04,50739.9,01-07-2023,30.65,1066,1
IDBI,NSE:IDBI,MONTHLY,36mo,75.37,74.85,0.69,34452.9,01-07-2023,52.48,1066,1
SERVOTECH,NSE:SERVOTECH,MONTHLY,36mo,103.51,101.75,1.73,33202.2,01-10-2023,69.45,974,7
BAJAJHLDNG,NSE:BAJAJHLDNG,MONTHLY,36mo,10253.0,10082.53,1.69,32858.9,01-10-2023,6526.24,974,1
SURYAROSNI,NSE:SURYAROSNI,MONTHLY,36mo,249.95,247.53,0.98,30896.3,01-08-2023,175.71,1035,5
PPLPHARMA,NSE:PPLPHARMA,MONTHLY,36mo,168.87,168.28,0.35,26754.2,01-10-2023,87.38,974,4
ECLERX,NSE:ECLERX,MONTHLY,36mo,1415.1,1408.26,0.49,25373.3,01-08-2023,790.05,1035,1
TECHNOE,NSE:TECHNOE,MONTHLY,36mo,998.5,984.51,1.42,24301.1,01-07-2023,351.2,1066,1
KPIGREEN,NSE:KPIGREEN,MONTHLY,36mo,394.05,389.16,1.26,21799.7,01-08-2023,165.18,1035,2
DALBHARAT,NSE:DALBHARAT,MONTHLY,120mo,1651.7,1641.25,0.64,21778.7,01-03-2020,393.89,2283,0
DALBHARAT,NSE:DALBHARAT,MONTHLY,84mo,1651.7,1641.25,0.64,21778.7,01-03-2020,393.89,2283,0
GTLINFRA,NSE:GTLINFRA,MONTHLY,84mo,1.54,1.52,1.53,15222.4,01-03-2020,0.15,2283,12
GTLINFRA,NSE:GTLINFRA,MONTHLY,120mo,1.54,1.52,1.53,15222.4,01-03-2020,0.15,2283,12
UBL,NSE:UBL,MONTHLY,84mo,1329.0,1326.87,0.16,12844.0,01-03-2020,731.47,2283,1
ABBOTINDIA,NSE:ABBOTINDIA,MONTHLY,36mo,26105.0,25698.99,1.58,12022.1,01-09-2023,21388.86,1004,1
BERGEPAINT,NSE:BERGEPAINT,MONTHLY,60mo,501.9,496.71,1.04,11917.3,01-02-2023,431.6,1216,5
MOIL,NSE:MOIL,MONTHLY,60mo,291.8,289.85,0.67,10782.7,01-06-2022,125.5,1461,1
HEMIPROP,NSE:HEMIPROP,MONTHLY,36mo,142.98,142.05,0.66,6868.5,01-07-2023,98.3,1066,8
GANDHAR,NSE:GANDHAR,MONTHLY,36mo,159.34,158.91,0.27,6551.1,01-06-2024,180.57,730,17
GANDHAR,NSE:GANDHAR,MONTHLY,84mo,159.34,158.91,0.27,6551.1,01-06-2024,180.57,730,17
GANDHAR,NSE:GANDHAR,MONTHLY,120mo,159.34,158.91,0.27,6551.1,01-06-2024,180.57,730,17
GANDHAR,NSE:GANDHAR,MONTHLY,60mo,159.34,158.91,0.27,6551.1,01-06-2024,180.57,730,17
GREENLAM,NSE:GREENLAM,MONTHLY,36mo,234.47,230.11,1.9,5810.9,01-09-2023,193.25,1004,3
SOLEX,NSE:SOLEX,MONTHLY,36mo,1066.9,1060.31,0.62,4898.2,01-01-2024,414.67,882,4
SOMANYCERA,NSE:SOMANYCERA,MONTHLY,36mo,498.3,491.82,1.32,4890.3,01-03-2024,550.75,822,17
RIIL,NSE:RIIL,MONTHLY,120mo,778.1,772.21,0.76,4654.1,01-03-2020,158.16,2283,3
RIIL,NSE:RIIL,MONTHLY,84mo,778.1,772.21,0.76,4654.1,01-03-2020,158.16,2283,3
SDBL,NSE:SDBL,MONTHLY,120mo,74.39,74.12,0.37,4112.0,01-08-2020,8.83,2130,1
SDBL,NSE:SDBL,MONTHLY,84mo,74.39,74.12,0.37,4112.0,01-08-2020,8.83,2130,1
MAHSEAMLES,NSE:MAHSEAMLES,MONTHLY,36mo,610.05,606.18,0.64,4071.5,01-07-2023,426.03,1066,7
DCMSHRIRAM,NSE:DCMSHRIRAM,MONTHLY,60mo,1025.2,1015.78,0.93,3860.4,01-03-2023,712.85,1188,1
ANDHRSUGAR,NSE:ANDHRSUGAR,MONTHLY,36mo,85.82,84.6,1.45,3719.8,01-06-2024,90.26,730,16
ANDHRSUGAR,NSE:ANDHRSUGAR,MONTHLY,60mo,85.82,84.6,1.45,3719.8,01-06-2024,90.26,730,16
SUMICHEM,NSE:SUMICHEM,MONTHLY,36mo,461.75,457.56,0.92,3706.7,01-03-2024,334.82,822,4
SUMICHEM,NSE:SUMICHEM,MONTHLY,60mo,461.75,457.56,0.92,3706.7,01-03-2024,334.82,822,4
PRAKASH,NSE:PRAKASH,MONTHLY,36mo,142.03,139.38,1.9,3681.5,01-07-2023,72.34,1066,3
REPCOHOME,NSE:REPCOHOME,MONTHLY,36mo,374.0,373.78,0.06,3524.5,01-07-2023,286.18,1066,3
20MICRONS,NSE:20MICRONS,MONTHLY,36mo,187.83,184.55,1.78,3366.1,01-07-2023,89.96,1066,5
SUNDRMFAST,NSE:SUNDRMFAST,MONTHLY,84mo,825.65,820.17,0.67,3212.7,01-03-2020,236.32,2283,1
INDOAMIN,NSE:INDOAMIN,MONTHLY,120mo,134.08,132.74,1.01,3178.0,01-03-2023,68.34,1188,7
INDOAMIN,NSE:INDOAMIN,MONTHLY,60mo,134.08,132.74,1.01,3178.0,01-03-2023,68.34,1188,7
INDOAMIN,NSE:INDOAMIN,MONTHLY,84mo,134.08,132.74,1.01,3178.0,01-03-2023,68.34,1188,7
SPIC,NSE:SPIC,MONTHLY,60mo,68.88,67.93,1.4,2919.4,01-06-2022,38.25,1461,1
MTNL,NSE:MTNL,MONTHLY,84mo,30.14,29.84,1.02,2910.7,01-08-2019,4.45,2496,2
MTNL,NSE:MTNL,MONTHLY,120mo,30.14,29.84,1.02,2910.7,01-08-2019,4.45,2496,2
TAJGVK,NSE:TAJGVK,MONTHLY,36mo,330.5,329.01,0.45,2738.6,01-10-2023,210.71,974,2
